Fecha_publicación;CCAA;Pfizer;Moderna;AstraZeneca;Janssen;Personas_pauta_completa
11/02/2021;Castilla y Leon;177555;13500;9800;0;72444
11/02/2021;Castilla La Mancha;120375;9200;8300;0;38191
11/02/2021;Cataluña;410120;31400;31800;0;146079
11/02/2021;C Valenciana;207280;15700;20600;0;90760
11/02/2021;Extremadura;74375;5400;4300;0;29776
11/02/2021;Galicia;128815;9800;11000;0;55082
11/02/2021;La Rioja;19955;1400;1300;0;8129
11/02/2021;Madrid;333375;25400;27700;0;128570
11/02/2021;Murcia;87305;6600;6200;0;29721
11/02/2021;Navarra;39345;2900;2700;0;14003
11/02/2021;País Vasco;107460;7900;9100;0;32897
11/02/2021;Ceuta;4320;400;400;0;963
11/02/2021;Melilla;3150;400;400;0;1082
11/02/2021;España;2528955;192000;193800;0;943278
12/02/2021;Andalucía;475110;36300;34500;0;176731
12/02/2021;Aragón;81045;6300;5400;0;35659
12/02/2021;Asturias;83975;6300;4200;0;32946
12/02/2021;Baleares;42480;3200;4800;0;16683
12/02/2021;Canarias;93570;7000;8900;0;40779
12/02/2021;Cantabria;39345;2900;2400;0;17478
12/02/2021;Castilla y Leon;177555;13500;9800;0;75433
12/02/2021;Castilla La Mancha;120375;9200;8300;0;41690
12/02/2021;Cataluña;410120;31400;31800;0;152091
12/02/2021;C Valenciana;207280;15700;20600;0;92433
12/02/2021;Extremadura;74375;5400;4300;0;30501
12/02/2021;Galicia;128815;9800;11000;0;55187
12/02/2021;La Rioja;19955;1400;1300;0;8365
12/02/2021;Madrid;333375;25400;27700;0;139553
12/02/2021;Murcia;87305;6600;6200;0;32249
12/02/2021;Navarra;39345;2900;2700;0;14536
12/02/2021;País Vasco;107460;7900;9100;0;36125
12/02/2021;Ceuta;4320;400;400;0;963
12/02/2021;Melilla;3150;400;400;0;1083
12/02/2021;España;2528955;192000;193800;0;1000485
15/02/2021;Andalucía;475110;36300;34500;0;190867
15/02/2021;Aragón;81045;6300;5400;0;36979
15/02/2021;Asturias;83975;6300;4200;0;33466
15/02/2021;Baleares;42480;3200;4800;0;18653
15/02/2021;Canarias;93570;7000;8900;0;43371
15/02/2021;Cantabria;39345;2900;2400;0;18916
15/02/2021;Castilla y Leon;177555;13500;9800;0;78271
15/02/2021;Castilla La Mancha;120375;9200;8300;0;49378
15/02/2021;Cataluña;410120;31400;31800;0;162003
15/02/2021;C Valenciana;207280;15700;20600;0;94255
15/02/2021;Extremadura;74375;5400;4300;0;31116
15/02/2021;Galicia;128815;9800;11000;0;55343
15/02/2021;La Rioja;19955;1400;1300;0;8449
15/02/2021;Madrid;333375;25400;27700;0;152696
15/02/2021;Murcia;87305;6600;6200;0;37453
15/02/2021;Navarra;39345;2900;2700;0;15344
15/02/2021;País Vasco;107460;7900;9100;0;41483
15/02/2021;Ceuta;4320;400;400;0;964
15/02/2021;Melilla;3150;400;400;0;1084
15/02/2021;España;2528955;192000;193800;0;1070091
16/02/2021;Andalucía;475110;36300;34500;0;194477
16/02/2021;Aragón;81045;6300;5400;0;37628
16/02/2021;Asturias;83975;6300;4200;0;34140
16/02/2021;Baleares;42480;3200;4800;0;19025
16/02/2021;Canarias;93570;7000;8900;0;44120
16/02/2021;Cantabria;39345;2900;2400;0;19000
16/02/2021;Castilla y Leon;177555;13500;9800;0;80091
16/02/2021;Castilla La Mancha;120375;9200;8300;0;52826
16/02/2021;Cataluña;410120;31400;31800;0;166104
16/02/2021;C Valenciana;207280;15700;20600;0;95559
16/02/2021;Extremadura;74375;5400;4300;0;32353
16/02/2021;Galicia;128815;9800;11000;0;57383
16/02/2021;La Rioja;19955;1400;1300;0;8523
16/02/2021;Madrid;333375;25400;27700;0;156682
16/02/2021;Murcia;87305;6600;6200;0;38970
16/02/2021;Navarra;39345;2900;2700;0;16062
16/02/2021;País Vasco;107460;7900;9100;0;41758
16/02/2021;Ceuta;4320;400;400;0;969
16/02/2021;Melilla;3150;400;400;0;1252
16/02/2021;España;2528955;192000;193800;0;1096922
17/02/2021;Andalucía;568710;36300;74500;0;198314
17/02/2021;Aragón;96255;6300;11700;0;39674
17/02/2021;Asturias;98015;6300;9000;0;34568
17/02/2021;Baleares;49500;3200;10300;0;19361
17/02/2021;Canarias;111120;7000;19200;0;45239
17/02/2021;Cantabria;47535;2900;5100;0;19062
17/02/2021;Castilla y Leon;211485;13500;21100;0;81422
17/02/2021;Castilla La Mancha;143775;9200;18000;0;55447
17/02/2021;Cataluña;489680;31400;68600;0;168254
17/02/2021;C Valenciana;247060;15700;44500;0;96040
17/02/2021;Extremadura;88415;5400;9300;0;33415
17/02/2021;Galicia;153385;9800;23800;0;57397
17/02/2021;La Rioja;23465;1400;2800;0;8529
17/02/2021;Madrid;398895;25400;59800;0;160202
17/02/2021;Murcia;103685;6600;13300;0;39879
17/02/2021;Navarra;46365;2900;5800;0;16873
17/02/2021;País Vasco;127350;7900;19600;0;43281
17/02/2021;Ceuta;4320;400;800;0;969
17/02/2021;Melilla;3150;400;800;0;1254
17/02/2021;España;3012165;192000;418000;0;1119180
18/02/2021;Andalucía;568710;36300;74500;0;202631
18/02/2021;Aragón;96255;6300;11700;0;40945
18/02/2021;Asturias;98015;6300;9000;0;35251
18/02/2021;Baleares;49500;3200;10300;0;19906
18/02/2021;Canarias;111120;7000;19200;0;46799
18/02/2021;Cantabria;47535;2900;5100;0;19118
18/02/2021;Castilla y Leon;211485;13500;21100;0;83192
18/02/2021;Castilla La Mancha;143775;9200;18000;0;58335
18/02/2021;Cataluña;489680;31400;68600;0;170429
18/02/2021;C Valenciana;247060;15700;44500;0;96724
18/02/2021;Extremadura;88415;5400;9300;0;35477
18/02/2021;Galicia;153385;9800;23800;0;57531
18/02/2021;La Rioja;23465;1400;2800;0;8812
18/02/2021;Madrid;398895;25400;59800;0;163768
18/02/2021;Murcia;103685;6600;13300;0;42022
18/02/2021;Navarra;46365;2900;5800;0;17700
18/02/2021;País Vasco;127350;7900;19600;0;43642
18/02/2021;Ceuta;4320;400;800;0;1019
18/02/2021;Melilla;3150;400;800;0;1255
18/02/2021;España;3012165;192000;418000;0;1144556
19/02/2021;Andalucía;568710;36300;74500;0;208721
19/02/2021;Aragón;96255;6300;11700;0;42429
19/02/2021;Asturias;98015;6300;9000;0;36392
19/02/2021;Baleares;49500;3200;10300;0;20499
19/02/2021;Canarias;111120;7000;19200;0;48759
19/02/2021;Cantabria;47535;2900;5100;0;19376
19/02/2021;Castilla y Leon;211485;13500;21100;0;84052
19/02/2021;Castilla La Mancha;143775;9200;18000;0;59845
19/02/2021;Cataluña;489680;31400;68600;0;176286
19/02/2021;C Valenciana;247060;15700;44500;0;97384
19/02/2021;Extremadura;88415;5400;9300;0;36485
19/02/2021;Galicia;153385;9800;23800;0;57611
19/02/2021;La Rioja;23465;1400;2800;0;8848
19/02/2021;Madrid;398895;25400;59800;0;166475
19/02/2021;Murcia;103685;6600;13300;0;43159
19/02/2021;Navarra;46365;2900;5800;0;18445
19/02/2021;País Vasco;127350;7900;19600;0;43919
19/02/2021;Ceuta;4320;400;800;0;1086
19/02/2021;Melilla;3150;400;800;0;1255
19/02/2021;España;3012165;192000;418000;0;1171026
22/02/2021;Andalucía;568710;36300;74500;0;215070
22/02/2021;Aragón;96255;6300;11700;0;42860
22/02/2021;Asturias;98015;6300;9000;0;37645
22/02/2021;Baleares;49500;3200;10300;0;20549
22/02/2021;Canarias;111120;7000;19200;0;49752
22/02/2021;Cantabria;47535;2900;5100;0;19810
22/02/2021;Castilla y Leon;211485;13500;21100;0;85608
22/02/2021;Castilla La Mancha;143775;9200;18000;0;61612
22/02/2021;Cataluña;489680;31400;68600;0;180096
22/02/2021;C Valenciana;247060;15700;44500;0;98606
22/02/2021;Extremadura;88415;5400;9300;0;37889
22/02/2021;Galicia;153385;9800;23800;0;57862
22/02/2021;La Rioja;23465;1400;2800;0;9112
22/02/2021;Madrid;398895;25400;59800;0;168697
22/02/2021;Murcia;103685;6600;13300;0;45646
22/02/2021;Navarra;46365;2900;5800;0;19341
22/02/2021;País Vasco;127350;7900;19600;0;44558
22/02/2021;Ceuta;4320;400;800;0;1086
22/02/2021;Melilla;3150;400;800;0;1262
22/02/2021;España;3012165;192000;418000;0;1197061
23/02/2021;Andalucía;568710;36300;74500;0;216617
23/02/2021;Aragón;96255;6300;11700;0;43705
23/02/2021;Asturias;98015;6300;9000;0;37949
23/02/2021;Baleares;49500;3200;10300;0;20560
23/02/2021;Canarias;111120;7000;19200;0;49926
23/02/2021;Cantabria;47535;2900;5100;0;19854
23/02/2021;Castilla y Leon;211485;13500;21100;0;86452
23/02/2021;Castilla La Mancha;143775;9200;18000;0;63205
23/02/2021;Cataluña;489680;31400;68600;0;181835
23/02/2021;C Valenciana;247060;15700;44500;0;99045
23/02/2021;Extremadura;88415;5400;9300;0;38029
23/02/2021;Galicia;153385;9800;23800;0;58052
23/02/2021;La Rioja;23465;1400;2800;0;9193
23/02/2021;Madrid;398895;25400;59800;0;169765
23/02/2021;Murcia;103685;6600;13300;0;46777
23/02/2021;Navarra;46365;2900;5800;0;20090
23/02/2021;País Vasco;127350;7900;19600;0;44902
23/02/2021;Ceuta;4320;400;800;0;1087
23/02/2021;Melilla;3150;400;800;0;1262
23/02/2021;España;3012165;192000;418000;0;1208305
24/02/2021;Andalucía;662310;36300;144200;0;218967
24/02/2021;Aragón;112635;6300;22600;0;44195
24/02/2021;Asturias;112055;6300;17400;0;38423
24/02/2021;Baleares;56520;3200;19900;0;20576
24/02/2021;Canarias;129840;7000;37100;0;50067
24/02/2021;Cantabria;55725;2900;9900;0;19963
24/02/2021;Castilla y Leon;246585;13500;40800;0;87344
24/02/2021;Castilla La Mancha;167175;9200;34800;0;64920
24/02/2021;Cataluña;570410;31400;132700;0;183354
24/02/2021;C Valenciana;288010;15700;86200;0;100209
24/02/2021;Extremadura;102455;5400;18100;0;38366
24/02/2021;Galicia;179125;9800;46100;0;58239
24/02/2021;La Rioja;28145;1400;5400;0;9193
24/02/2021;Madrid;464415;25400;115600;0;170589
24/02/2021;Murcia;121235;6600;25700;0;48528
24/02/2021;Navarra;55725;2900;11200;0;20422
24/02/2021;País Vasco;148410;7900;37900;0;45475
24/02/2021;Ceuta;4320;400;1500;0;1087
24/02/2021;Melilla;3150;400;1500;0;1266
24/02/2021;España;3508245;192000;808600;0;1221183
25/02/2021;Andalucía;662310;36300;144200;0;221557
25/02/2021;Aragón;112635;6300;22600;0;44734
25/02/2021;Asturias;112055;6300;17400;0;38716
25/02/2021;Baleares;56520;3200;19900;0;20975
25/02/2021;Canarias;129840;7000;37100;0;51123
25/02/2021;Cantabria;55725;2900;9900;0;20018
25/02/2021;Castilla y Leon;246585;13500;40800;0;88071
25/02/2021;Castilla La Mancha;167175;9200;34800;0;65766
25/02/2021;Cataluña;570410;31400;132700;0;184380
25/02/2021;C Valenciana;288010;15700;86200;0;100793
25/02/2021;Extremadura;102455;5400;18100;0;38511
25/02/2021;Galicia;179125;9800;46100;0;58354
25/02/2021;La Rioja;28145;1400;5400;0;9204
25/02/2021;Madrid;464415;25400;115600;0;171359
25/02/2021;Murcia;121235;6600;25700;0;49356
25/02/2021;Navarra;55725;2900;11200;0;20842
25/02/2021;País Vasco;148410;7900;37900;0;45667
25/02/2021;Ceuta;4320;400;1500;0;1090
25/02/2021;Melilla;3150;400;1500;0;1266
25/02/2021;España;3508245;192000;808600;0;1231782
26/02/2021;Andalucía;662310;36300;144200;0;225068
26/02/2021;Aragón;112635;6300;22600;0;45931
26/02/2021;Asturias;112055;6300;17400;0;38716
26/02/2021;Baleares;56520;3200;19900;0;21124
26/02/2021;Canarias;129840;7000;37100;0;51231
26/02/2021;Cantabria;55725;2900;9900;0;20346
26/02/2021;Castilla y Leon;246585;13500;40800;0;88792
26/02/2021;Castilla La Mancha;167175;9200;34800;0;66945
26/02/2021;Cataluña;570410;31400;132700;0;186268
26/02/2021;C Valenciana;288010;15700;86200;0;101330
26/02/2021;Extremadura;102455;5400;18100;0;38608
26/02/2021;Galicia;179125;9800;46100;0;58689
26/02/2021;La Rioja;28145;1400;5400;0;9205
26/02/2021;Madrid;464415;25400;115600;0;171781
26/02/2021;Murcia;121235;6600;25700;0;49915
26/02/2021;Navarra;55725;2900;11200;0;21274
26/02/2021;País Vasco;148410;7900;37900;0;46157
26/02/2021;Ceuta;4320;400;1500;0;1136
26/02/2021;Melilla;3150;400;1500;0;1267
26/02/2021;España;3508245;192000;808600;0;1243783
01/03/2021;Andalucía;662310;36300;144200;0;228739
01/03/2021;Aragón;112635;6300;22600;0;46822
01/03/2021;Asturias;112055;6300;17400;0;39215
01/03/2021;Baleares;56520;3200;19900;0;21950
01/03/2021;Canarias;129840;7000;37100;0;51446
01/03/2021;Cantabria;55725;2900;9900;0;20433
01/03/2021;Castilla y Leon;246585;13500;40800;0;89946
01/03/2021;Castilla La Mancha;167175;9200;34800;0;68732
01/03/2021;Cataluña;570410;31400;132700;0;188109
01/03/2021;C Valenciana;288010;15700;86200;0;102016
01/03/2021;Extremadura;102455;5400;18100;0;39292
01/03/2021;Galicia;179125;9800;46100;0;58891
01/03/2021;La Rioja;28145;1400;5400;0;9205
01/03/2021;Madrid;464415;25400;115600;0;175205
01/03/2021;Murcia;121235;6600;25700;0;50233
01/03/2021;Navarra;55725;2900;11200;0;21719
01/03/2021;País Vasco;148410;7900;37900;0;47492
01/03/2021;Ceuta;4320;400;1500;0;1136
01/03/2021;Melilla;3150;400;1500;0;1267
01/03/2021;España;3508245;192000;808600;0;1261848
02/03/2021;Andalucía;662310;36300;144200;0;228829
02/03/2021;Aragón;112635;6300;22600;0;46898
02/03/2021;Asturias;112055;6300;17400;0;39435
02/03/2021;Baleares;56520;3200;19900;0;22161
02/03/2021;Canarias;129840;7000;37100;0;51479
02/03/2021;Cantabria;55725;2900;9900;0;20584
02/03/2021;Castilla y Leon;246585;13500;40800;0;90732
02/03/2021;Castilla La Mancha;167175;9200;34800;0;69232
02/03/2021;Cataluña;570410;31400;132700;0;188818
02/03/2021;C Valenciana;288010;15700;86200;0;102016
02/03/2021;Extremadura;102455;5400;18100;0;39580
02/03/2021;Galicia;179125;9800;46100;0;58919
02/03/2021;La Rioja;28145;1400;5400;0;9280
02/03/2021;Madrid;464415;25400;115600;0;175666
02/03/2021;Murcia;121235;6600;25700;0;50556
02/03/2021;Navarra;55725;2900;11200;0;21992
02/03/2021;País Vasco;148410;7900;37900;0;48052
02/03/2021;Ceuta;4320;400;1500;0;1195
02/03/2021;Melilla;3150;400;1500;0;1276
02/03/2021;España;3508245;192000;808600;0;1266700
03/03/2021;Andalucía;739530;73300;208600;0;233434
03/03/2021;Aragón;130185;12600;32700;0;47125
03/03/2021;Asturias;128435;12700;25200;0;41196
03/03/2021;Baleares;65880;6500;28800;0;22426
03/03/2021;Canarias;148560;14300;53700;0;53582
03/03/2021;Cantabria;62745;5900;14300;0;20584
03/03/2021;Castilla y Leon;285195;27300;59000;0;93024
03/03/2021;Castilla La Mancha;190575;18600;50400;0;70132
03/03/2021;Cataluña;651140;63400;191900;0;189899
03/03/2021;C Valenciana;340660;31700;124700;0;105717
03/03/2021;Extremadura;115325;10900;26200;0;40517
03/03/2021;Galicia;222415;19900;66700;0;59133
03/03/2021;La Rioja;31655;2700;7800;0;9295
03/03/2021;Madrid;529935;51300;167200;0;176399
03/03/2021;Murcia;134105;13400;37200;0;51011
03/03/2021;Navarra;62745;5900;16200;0;22386
03/03/2021;País Vasco;177660;16000;54800;0;48576
03/03/2021;Ceuta;5490;600;2200;0;1290
03/03/2021;Melilla;4320;600;2200;0;1276
03/03/2021;España;4026555;387600;1169800;0;1287002
04/03/2021;Andalucía;739530;73300;208600;0;238150
04/03/2021;Aragón;130185;12600;32700;0;47837
04/03/2021;Asturias;128435;12700;25200;0;42300
04/03/2021;Baleares;65880;6500;28800;0;23287
04/03/2021;Canarias;148560;14300;53700;0;54121
04/03/2021;Cantabria;62745;5900;14300;0;20620
04/03/2021;Castilla y Leon;285195;27300;59000;0;94983
04/03/2021;Castilla La Mancha;190575;18600;50400;0;71181
04/03/2021;Cataluña;651140;63400;191900;0;189899
04/03/2021;C Valenciana;340660;31700;124700;0;109409
04/03/2021;Extremadura;115325;10900;26200;0;41663
04/03/2021;Galicia;222415;19900;66700;0;62083
04/03/2021;La Rioja;31655;2700;7800;0;9743
04/03/2021;Madrid;529935;51300;167200;0;176865
04/03/2021;Murcia;134105;13400;37200;0;51118
04/03/2021;Navarra;62745;5900;16200;0;22894
04/03/2021;País Vasco;177660;16000;54800;0;50194
04/03/2021;Ceuta;5490;600;2200;0;1290
04/03/2021;Melilla;4320;600;2200;0;1276
04/03/2021;España;4026555;387600;1169800;0;1308913
05/03/2021;Andalucía;739530;73300;208600;0;244049
05/03/2021;Aragón;130185;12600;32700;0;49532
05/03/2021;Asturias;128435;12700;25200;0;43690
05/03/2021;Baleares;65880;6500;28800;0;23934
05/03/2021;Canarias;148560;14300;53700;0;54601
05/03/2021;Cantabria;62745;5900;14300;0;20759
05/03/2021;Castilla y Leon;285195;27300;59000;0;97774
05/03/2021;Castilla La Mancha;190575;18600;50400;0;71960
05/03/2021;Cataluña;651140;63400;191900;0;192984
05/03/2021;C Valenciana;340660;31700;124700;0;113075
05/03/2021;Extremadura;115325;10900;26200;0;43176
05/03/2021;Galicia;222415;19900;66700;0;68562
05/03/2021;La Rioja;31655;2700;7800;0;10329
05/03/2021;Madrid;529935;51300;167200;0;177916
05/03/2021;Murcia;134105;13400;37200;0;51169
05/03/2021;Navarra;62745;5900;16200;0;23670
05/03/2021;País Vasco;177660;16000;54800;0;52452
05/03/2021;Ceuta;5490;600;2200;0;1577
05/03/2021;Melilla;4320;600;2200;0;1276
05/03/2021;España;4026555;387600;1169800;0;1342485
08/03/2021;Andalucía;739530;73300;208600;0;244052
08/03/2021;Aragón;130185;12600;32700;0;50190
08/03/2021;Asturias;128435;12700;25200;0;44596
08/03/2021;Baleares;65880;6500;28800;0;24425
08/03/2021;Canarias;148560;14300;53700;0;54926
08/03/2021;Cantabria;62745;5900;14300;0;21002
08/03/2021;Castilla y Leon;285195;27300;59000;0;99651
08/03/2021;Castilla La Mancha;190575;18600;50400;0;72611
08/03/2021;Cataluña;651140;63400;191900;0;202956
08/03/2021;C Valenciana;340660;31700;124700;0;113077
08/03/2021;Extremadura;115325;10900;26200;0;45432
08/03/2021;Galicia;222415;19900;66700;0;75259
08/03/2021;La Rioja;31655;2700;7800;0;10988
08/03/2021;Madrid;529935;51300;167200;0;179059
08/03/2021;Murcia;134105;13400;37200;0;51349
08/03/2021;Navarra;62745;5900;16200;0;24241
08/03/2021;País Vasco;177660;16000;54800;0;54348
08/03/2021;Ceuta;5490;600;2200;0;1818
08/03/2021;Melilla;4320;600;2200;0;1652
08/03/2021;España;4026555;387600;1169800;0;1371632
09/03/2021;Andalucía;739530;73300;208600;0;263111
09/03/2021;Aragón;130185;12600;32700;0;50418
09/03/2021;Asturias;128435;12700;25200;0;44999
09/03/2021;Baleares;65880;6500;28800;0;24685
09/03/2021;Canarias;148560;14300;53700;0;55962
09/03/2021;Cantabria;62745;5900;14300;0;21219
09/03/2021;Castilla y Leon;285195;27300;59000;0;102339
09/03/2021;Castilla La Mancha;190575;18600;50400;0;73053
09/03/2021;Cataluña;651140;63400;191900;0;207196
09/03/2021;C Valenciana;340660;31700;124700;0;120409
09/03/2021;Extremadura;115325;10900;26200;0;46053
09/03/2021;Galicia;222415;19900;66700;0;76289
09/03/2021;La Rioja;31655;2700;7800;0;11320
09/03/2021;Madrid;529935;51300;167200;0;180557
09/03/2021;Murcia;134105;13400;37200;0;51447
09/03/2021;Navarra;62745;5900;16200;0;24646
09/03/2021;País Vasco;177660;16000;54800;0;54456
09/03/2021;Ceuta;5490;600;2200;0;2360
09/03/2021;Melilla;4320;600;2200;0;1717
09/03/2021;España;4026555;387600;1169800;0;1412236
10/03/2021;Andalucía;820260;73300;303300;0;275060
10/03/2021;Aragón;147735;12600;47600;0;51485
10/03/2021;Asturias;144815;12700;36600;0;45877
10/03/2021;Baleares;76410;6500;41900;0;24786
10/03/2021;Canarias;167280;14300;78000;0;57004
10/03/2021;Cantabria;70935;5900;20800;0;21681
10/03/2021;Castilla y Leon;324975;27300;85800;0;105946
10/03/2021;Castilla La Mancha;215145;18600;73300;0;73939
10/03/2021;Cataluña;735380;63400;278900;0;212427
10/03/2021;C Valenciana;395650;31700;181300;0;124344
10/03/2021;Extremadura;129365;10900;38100;0;47250
10/03/2021;Galicia;268045;19900;96900;0;77121
10/03/2021;La Rioja;36335;2700;11400;0;11595
10/03/2021;Madrid;598965;51300;243100;0;183217
10/03/2021;Murcia;148145;13400;54100;0;51633
10/03/2021;Navarra;69765;5900;23600;0;24805
10/03/2021;País Vasco;208080;16000;79600;0;55272
10/03/2021;Ceuta;5490;600;3100;0;2443
10/03/2021;Melilla;4320;600;3100;0;1953
10/03/2021;España;4567095;387600;1700500;0;1447838
11/03/2021;Andalucía;820260;73300;303300;0;292741
11/03/2021;Aragón;147735;12600;47600;0;53228
11/03/2021;Asturias;144815;12700;36600;0;48210
11/03/2021;Baleares;76410;6500;41900;0;26495
11/03/2021;Canarias;167280;14300;78000;0;58482
11/03/2021;Cantabria;70935;5900;20800;0;22624
11/03/2021;Castilla y Leon;324975;27300;85800;0;110038
11/03/2021;Castilla La Mancha;215145;18600;73300;0;76016
11/03/2021;Cataluña;735380;63400;278900;0;218613
11/03/2021;C Valenciana;395650;31700;181300;0;130387
11/03/2021;Extremadura;129365;10900;38100;0;48662
11/03/2021;Galicia;268045;19900;96900;0;79330
11/03/2021;La Rioja;36335;2700;11400;0;12357
11/03/2021;Madrid;598965;51300;243100;0;186482
11/03/2021;Murcia;148145;13400;54100;0;52332
11/03/2021;Navarra;69765;5900;23600;0;24831
11/03/2021;País Vasco;208080;16000;79600;0;57875
11/03/2021;Ceuta;5490;600;3100;0;2533
11/03/2021;Melilla;4320;600;3100;0;2022
11/03/2021;España;4567095;387600;1700500;0;1503258
12/03/2021;Andalucía;820260;73300;303300;0;322619
12/03/2021;Aragón;147735;12600;47600;0;55708
12/03/2021;Asturias;144815;12700;36600;0;51231
12/03/2021;Baleares;76410;6500;41900;0;28759
12/03/2021;Canarias;167280;14300;78000;0;60515
12/03/2021;Cantabria;70935;5900;20800;0;23571
12/03/2021;Castilla y Leon;324975;27300;85800;0;114957
12/03/2021;Castilla La Mancha;215145;18600;73300;0;78222
12/03/2021;Cataluña;735380;63400;278900;0;227178
12/03/2021;C Valenciana;395650;31700;181300;0;143105
12/03/2021;Extremadura;129365;10900;38100;0;50636
12/03/2021;Galicia;268045;19900;96900;0;81598
12/03/2021;La Rioja;36335;2700;11400;0;12638
12/03/2021;Madrid;598965;51300;243100;0;190518
12/03/2021;Murcia;148145;13400;54100;0;54658
12/03/2021;Navarra;69765;5900;23600;0;24831
12/03/2021;País Vasco;208080;16000;79600;0;57875
12/03/2021;Ceuta;5490;600;3100;0;2533
12/03/2021;Melilla;4320;600;3100;0;2092
12/03/2021;España;4567095;387600;1700500;0;1583244
15/03/2021;Andalucía;820260;73300;303300;0;356888
15/03/2021;Aragón;147735;12600;47600;0;58473
15/03/2021;Asturias;144815;12700;36600;0;56507
15/03/2021;Baleares;76410;6500;41900;0;31152
15/03/2021;Canarias;167280;14300;78000;0;63662
15/03/2021;Cantabria;70935;5900;20800;0;25052
15/03/2021;Castilla y Leon;324975;27300;85800;0;121726
15/03/2021;Castilla La Mancha;215145;18600;73300;0;79440
15/03/2021;Cataluña;735380;63400;278900;0;242309
15/03/2021;C Valenciana;395650;31700;181300;0;153418
15/03/2021;Extremadura;129365;10900;38100;0;52819
15/03/2021;Galicia;268045;19900;96900;0;89140
15/03/2021;La Rioja;36335;2700;11400;0;13182
15/03/2021;Madrid;598965;51300;243100;0;195455
15/03/2021;Murcia;148145;13400;54100;0;57603
15/03/2021;Navarra;69765;5900;23600;0;27530
15/03/2021;País Vasco;208080;16000;79600;0;64502
15/03/2021;Ceuta;5490;600;3100;0;2533
15/03/2021;Melilla;4320;600;3100;0;2283
15/03/2021;España;4567095;387600;1700500;0;1693674
16/03/2021;Andalucía;820260;73300;303300;0;363191
16/03/2021;Aragón;147735;12600;47600;0;58794
16/03/2021;Asturias;144815;12700;36600;0;58343
16/03/2021;Baleares;76410;6500;41900;0;31322
16/03/2021;Canarias;167280;14300;78000;0;65658
16/03/2021;Cantabria;70935;5900;20800;0;25897
16/03/2021;Castilla y Leon;324975;27300;85800;0;124889
16/03/2021;Castilla La Mancha;215145;18600;73300;0;80114
16/03/2021;Cataluña;735380;63400;278900;0;246018
